attack_id,attacktype1,attacktype1_txt,targtype1,targtype1_txt,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt
1280,7,Facility/Infrastructure Attack,12,NGO,9,Melee,21.0,Blunt Object
1281,1,Assassination,4,Military,6,Explosives,13.0,Suicide (carried bodily by human being)
1282,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,10.0,Pressure Trigger
1283,2,Armed Assault,2,Government (General),8,Incendiary,20.0,Gasoline or Alcohol
1284,7,Facility/Infrastructure Attack,2,Government (General),5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1285,2,Armed Assault,15,Religious Figures/Institutions,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1286,2,Armed Assault,12,NGO,8,Incendiary,18.0,Arson/Fire
1287,6,Hostage Taking (Kidnapping),4,Military,6,Explosives,7.0,Grenade
1288,3,Bombing/Explosion,11,Maritime,6,Explosives,13.0,Suicide (carried bodily by human being)
1289,7,Facility/Infrastructure Attack,11,Maritime,8,Incendiary,18.0,Arson/Fire
1290,7,Facility/Infrastructure Attack,12,NGO,5,Firearms,5.0,Unknown Gun Type
1291,3,Bombing/Explosion,9,Food or Water Supply,8,Incendiary,20.0,Gasoline or Alcohol
1292,3,Bombing/Explosion,1,Business,6,Explosives,10.0,Pressure Trigger
1293,2,Armed Assault,1,Business,8,Incendiary,20.0,Gasoline or Alcohol
1294,2,Armed Assault,8,Educational Institution,13,Unknown,,Unknown
1295,8,Unarmed Assault,10,Journalists & Media,9,Melee,24.0,Rope or Other Strangling Device
1296,3,Bombing/Explosion,10,Journalists & Media,6,Explosives,10.0,Pressure Trigger
1297,7,Facility/Infrastructure Attack,14,Private Citizens & Property,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1298,2,Armed Assault,3,Police,5,Firearms,6.0,Other Gun Type
1299,3,Bombing/Explosion,11,Maritime,6,Explosives,28.0,Dynamite/TNT
1300,6,Hostage Taking (Kidnapping),11,Maritime,5,Firearms,5.0,Unknown Gun Type
1301,8,Unarmed Assault,8,Educational Institution,12,Other,,Unknown
1302,7,Facility/Infrastructure Attack,11,Maritime,5,Firearms,5.0,Unknown Gun Type
1303,7,Facility/Infrastructure Attack,11,Maritime,9,Melee,23.0,Knife or Other Sharp Object
1304,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,9,Melee,24.0,Rope or Other Strangling Device
1305,7,Facility/Infrastructure Attack,19,Transportation,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1306,3,Bombing/Explosion,22,Violent Political Party,6,Explosives,13.0,Suicide (carried bodily by human being)
1307,3,Bombing/Explosion,14,Private Citizens & Property,8,Incendiary,18.0,Arson/Fire
1308,2,Armed Assault,3,Police,6,Explosives,16.0,Unknown Explosive Type
1309,2,Armed Assault,19,Transportation,6,Explosives,16.0,Unknown Explosive Type
1310,2,Armed Assault,2,Government (General),6,Explosives,16.0,Unknown Explosive Type
1311,2,Armed Assault,2,Government (General),6,Explosives,17.0,Other Explosive Type
1312,2,Armed Assault,22,Violent Political Party,8,Incendiary,18.0,Arson/Fire
1313,2,Armed Assault,16,Telecommunication,8,Incendiary,18.0,Arson/Fire
1314,2,Armed Assault,1,Business,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1315,3,Bombing/Explosion,19,Transportation,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1316,7,Facility/Infrastructure Attack,19,Transportation,8,Incendiary,20.0,Gasoline or Alcohol
1317,3,Bombing/Explosion,14,Private Citizens & Property,11,Sabotage Equipment,,Unknown
1318,1,Assassination,4,Military,6,Explosives,17.0,Other Explosive Type
1319,2,Armed Assault,3,Police,6,Explosives,17.0,Other Explosive Type
1320,1,Assassination,12,NGO,6,Explosives,17.0,Other Explosive Type
1321,3,Bombing/Explosion,2,Government (General),9,Melee,23.0,Knife or Other Sharp Object
1322,2,Armed Assault,14,Private Citizens & Property,6,Explosives,7.0,Grenade
1323,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,8,Incendiary,18.0,Arson/Fire
1324,3,Bombing/Explosion,11,Maritime,6,Explosives,17.0,Other Explosive Type
1325,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,11,Sabotage Equipment,,Unknown
1326,2,Armed Assault,1,Business,6,Explosives,7.0,Grenade
1327,3,Bombing/Explosion,10,Journalists & Media,6,Explosives,12.0,Remote Trigger
1328,7,Facility/Infrastructure Attack,2,Government (General),6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1329,8,Unarmed Assault,18,Tourists,1,Biological,,Unknown
1330,6,Hostage Taking (Kidnapping),21,Utilities,5,Firearms,5.0,Unknown Gun Type
1331,6,Hostage Taking (Kidnapping),4,Military,9,Melee,24.0,Rope or Other Strangling Device
1332,7,Facility/Infrastructure Attack,18,Tourists,8,Incendiary,18.0,Arson/Fire
1333,8,Unarmed Assault,2,Government (General),3,Radiological,,Unknown
1334,3,Bombing/Explosion,11,Maritime,6,Explosives,15.0,Vehicle
1335,8,Unarmed Assault,14,Private Citizens & Property,12,Other,,Unknown
1336,3,Bombing/Explosion,18,Tourists,6,Explosives,31.0,Pipe Bomb
1337,2,Armed Assault,5,Abortion Related,9,Melee,23.0,Knife or Other Sharp Object
1338,6,Hostage Taking (Kidnapping),2,Government (General),8,Incendiary,18.0,Arson/Fire
1339,1,Assassination,15,Religious Figures/Institutions,6,Explosives,8.0,Landmine
1340,3,Bombing/Explosion,12,NGO,6,Explosives,9.0,Letter Bomb
1341,6,Hostage Taking (Kidnapping),1,Business,6,Explosives,28.0,Dynamite/TNT
1342,2,Armed Assault,22,Violent Political Party,8,Incendiary,20.0,Gasoline or Alcohol
1343,2,Armed Assault,22,Violent Political Party,6,Explosives,7.0,Grenade
1344,6,Hostage Taking (Kidnapping),1,Business,6,Explosives,16.0,Unknown Explosive Type
1345,1,Assassination,2,Government (General),6,Explosives,31.0,Pipe Bomb
1346,2,Armed Assault,4,Military,6,Explosives,16.0,Unknown Explosive Type
1347,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,29.0,Sticky Bomb
1348,3,Bombing/Explosion,16,Telecommunication,6,Explosives,7.0,Grenade
1349,7,Facility/Infrastructure Attack,10,Journalists & Media,9,Melee,21.0,Blunt Object
1350,7,Facility/Infrastructure Attack,16,Telecommunication,8,Incendiary,20.0,Gasoline or Alcohol
1351,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,6,Explosives,7.0,Grenade
1352,3,Bombing/Explosion,8,Educational Institution,6,Explosives,12.0,Remote Trigger
1353,7,Facility/Infrastructure Attack,9,Food or Water Supply,8,Incendiary,18.0,Arson/Fire
1354,3,Bombing/Explosion,10,Journalists & Media,8,Incendiary,20.0,Gasoline or Alcohol
1355,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1356,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,6,Explosives,15.0,Vehicle
1357,7,Facility/Infrastructure Attack,5,Abortion Related,5,Firearms,5.0,Unknown Gun Type
1358,3,Bombing/Explosion,22,Violent Political Party,6,Explosives,31.0,Pipe Bomb
1359,7,Facility/Infrastructure Attack,12,NGO,13,Unknown,,Unknown
1360,2,Armed Assault,6,Airports & Aircraft,6,Explosives,7.0,Grenade
1361,3,Bombing/Explosion,20,Unknown,6,Explosives,12.0,Remote Trigger
1362,4,Hijacking,6,Airports & Aircraft,5,Firearms,6.0,Other Gun Type
1363,2,Armed Assault,9,Food or Water Supply,6,Explosives,8.0,Landmine
1364,3,Bombing/Explosion,10,Journalists & Media,8,Incendiary,18.0,Arson/Fire
1365,2,Armed Assault,21,Utilities,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1366,3,Bombing/Explosion,12,NGO,6,Explosives,31.0,Pipe Bomb
1367,2,Armed Assault,10,Journalists & Media,8,Incendiary,18.0,Arson/Fire
1368,2,Armed Assault,17,Terrorists/Non-State Militia,8,Incendiary,18.0,Arson/Fire
1369,3,Bombing/Explosion,4,Military,6,Explosives,10.0,Pressure Trigger
1370,1,Assassination,8,Educational Institution,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1371,3,Bombing/Explosion,3,Police,5,Firearms,6.0,Other Gun Type
1372,4,Hijacking,19,Transportation,6,Explosives,28.0,Dynamite/TNT
1373,7,Facility/Infrastructure Attack,16,Telecommunication,5,Firearms,5.0,Unknown Gun Type
1374,8,Unarmed Assault,14,Private Citizens & Property,9,Melee,26.0,Suffocation
1375,8,Unarmed Assault,1,Business,9,Melee,27.0,Unknown Weapon Type
1376,2,Armed Assault,12,NGO,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1377,3,Bombing/Explosion,12,NGO,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1378,4,Hijacking,14,Private Citizens & Property,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1379,4,Hijacking,2,Government (General),10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1380,3,Bombing/Explosion,3,Police,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1381,8,Unarmed Assault,10,Journalists & Media,1,Biological,,Unknown
1382,6,Hostage Taking (Kidnapping),3,Police,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1383,3,Bombing/Explosion,4,Military,8,Incendiary,20.0,Gasoline or Alcohol
1384,8,Unarmed Assault,14,Private Citizens & Property,1,Biological,,Unknown
1385,8,Unarmed Assault,7,Government (Diplomatic),1,Biological,,Unknown
1386,1,Assassination,7,Government (Diplomatic),8,Incendiary,20.0,Gasoline or Alcohol
1387,6,Hostage Taking (Kidnapping),12,NGO,5,Firearms,,Unknown
1388,2,Armed Assault,10,Journalists & Media,9,Melee,21.0,Blunt Object
1389,7,Facility/Infrastructure Attack,6,Airports & Aircraft,6,Explosives,16.0,Unknown Explosive Type
1390,7,Facility/Infrastructure Attack,7,Government (Diplomatic),2,Chemical,1.0,Poisoning
1391,4,Hijacking,1,Business,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1392,3,Bombing/Explosion,21,Utilities,6,Explosives,12.0,Remote Trigger
1393,3,Bombing/Explosion,16,Telecommunication,8,Incendiary,20.0,Gasoline or Alcohol
1394,2,Armed Assault,4,Military,5,Firearms,6.0,Other Gun Type
1395,2,Armed Assault,2,Government (General),5,Firearms,6.0,Other Gun Type
1396,3,Bombing/Explosion,19,Transportation,8,Incendiary,20.0,Gasoline or Alcohol
1397,3,Bombing/Explosion,15,Religious Figures/Institutions,8,Incendiary,20.0,Gasoline or Alcohol
1398,6,Hostage Taking (Kidnapping),2,Government (General),12,Other,,Unknown
1399,3,Bombing/Explosion,19,Transportation,6,Explosives,29.0,Sticky Bomb
1400,2,Armed Assault,4,Military,6,Explosives,17.0,Other Explosive Type
1401,2,Armed Assault,15,Religious Figures/Institutions,8,Incendiary,18.0,Arson/Fire
1402,1,Assassination,14,Private Citizens & Property,5,Firearms,6.0,Other Gun Type
1403,6,Hostage Taking (Kidnapping),4,Military,9,Melee,23.0,Knife or Other Sharp Object
1404,6,Hostage Taking (Kidnapping),15,Religious Figures/Institutions,12,Other,,Unknown
1405,7,Facility/Infrastructure Attack,17,Terrorists/Non-State Militia,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1406,3,Bombing/Explosion,2,Government (General),6,Explosives,29.0,Sticky Bomb
1407,3,Bombing/Explosion,11,Maritime,6,Explosives,14.0,Time Fuse
1408,3,Bombing/Explosion,8,Educational Institution,6,Explosives,13.0,Suicide (carried bodily by human being)
1409,5,Hostage Taking (Barricade Incident),7,Government (Diplomatic),2,Chemical,,Unknown
1410,6,Hostage Taking (Kidnapping),6,Airports & Aircraft,8,Incendiary,18.0,Arson/Fire
1411,7,Facility/Infrastructure Attack,19,Transportation,2,Chemical,1.0,Poisoning
1412,2,Armed Assault,15,Religious Figures/Institutions,5,Firearms,6.0,Other Gun Type
1413,6,Hostage Taking (Kidnapping),2,Government (General),6,Explosives,8.0,Landmine
1414,2,Armed Assault,15,Religious Figures/Institutions,9,Melee,21.0,Blunt Object
1415,2,Armed Assault,22,Violent Political Party,9,Melee,22.0,"Hands, Feet, Fists"
1416,3,Bombing/Explosion,21,Utilities,12,Other,,Unknown
1417,8,Unarmed Assault,1,Business,9,Melee,22.0,"Hands, Feet, Fists"
1418,4,Hijacking,20,Unknown,6,Explosives,15.0,Vehicle
1419,3,Bombing/Explosion,7,Government (Diplomatic),6,Explosives,,Unknown
1420,3,Bombing/Explosion,2,Government (General),6,Explosives,,Unknown
1421,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,6,Explosives,7.0,Grenade
1422,3,Bombing/Explosion,2,Government (General),7,Fake Weapons,,Unknown
1423,7,Facility/Infrastructure Attack,4,Military,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1424,1,Assassination,14,Private Citizens & Property,2,Chemical,1.0,Poisoning
1425,3,Bombing/Explosion,20,Unknown,6,Explosives,10.0,Pressure Trigger
1426,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,8,Incendiary,20.0,Gasoline or Alcohol
1427,1,Assassination,1,Business,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1428,8,Unarmed Assault,10,Journalists & Media,9,Melee,22.0,"Hands, Feet, Fists"
1429,1,Assassination,14,Private Citizens & Property,6,Explosives,12.0,Remote Trigger
1430,6,Hostage Taking (Kidnapping),2,Government (General),9,Melee,22.0,"Hands, Feet, Fists"
1431,2,Armed Assault,19,Transportation,6,Explosives,7.0,Grenade
1432,7,Facility/Infrastructure Attack,2,Government (General),1,Biological,,Unknown
1433,8,Unarmed Assault,8,Educational Institution,2,Chemical,1.0,Poisoning
1434,2,Armed Assault,3,Police,6,Explosives,13.0,Suicide (carried bodily by human being)
1435,6,Hostage Taking (Kidnapping),12,NGO,9,Melee,22.0,"Hands, Feet, Fists"
1436,6,Hostage Taking (Kidnapping),10,Journalists & Media,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1437,4,Hijacking,6,Airports & Aircraft,6,Explosives,13.0,Suicide (carried bodily by human being)
1438,5,Hostage Taking (Barricade Incident),8,Educational Institution,6,Explosives,13.0,Suicide (carried bodily by human being)
1439,7,Facility/Infrastructure Attack,1,Business,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1440,3,Bombing/Explosion,7,Government (Diplomatic),6,Explosives,29.0,Sticky Bomb
1441,3,Bombing/Explosion,13,Other,6,Explosives,13.0,Suicide (carried bodily by human being)
1442,2,Armed Assault,7,Government (Diplomatic),6,Explosives,7.0,Grenade
1443,3,Bombing/Explosion,13,Other,6,Explosives,15.0,Vehicle
1444,1,Assassination,10,Journalists & Media,5,Firearms,6.0,Other Gun Type
1445,1,Assassination,1,Business,6,Explosives,8.0,Landmine
1446,1,Assassination,3,Police,6,Explosives,13.0,Suicide (carried bodily by human being)
1447,6,Hostage Taking (Kidnapping),10,Journalists & Media,5,Firearms,,Unknown
1448,3,Bombing/Explosion,13,Other,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1449,7,Facility/Infrastructure Attack,21,Utilities,8,Incendiary,20.0,Gasoline or Alcohol
1450,3,Bombing/Explosion,8,Educational Institution,8,Incendiary,18.0,Arson/Fire
1451,3,Bombing/Explosion,18,Tourists,6,Explosives,13.0,Suicide (carried bodily by human being)
1452,8,Unarmed Assault,12,NGO,9,Melee,22.0,"Hands, Feet, Fists"
1453,9,Unknown,7,Government (Diplomatic),7,Fake Weapons,,Unknown
1454,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,9,Melee,21.0,Blunt Object
1455,2,Armed Assault,14,Private Citizens & Property,6,Explosives,8.0,Landmine
1456,2,Armed Assault,15,Religious Figures/Institutions,6,Explosives,15.0,Vehicle
1457,2,Armed Assault,15,Religious Figures/Institutions,6,Explosives,16.0,Unknown Explosive Type
1458,2,Armed Assault,11,Maritime,8,Incendiary,20.0,Gasoline or Alcohol
1459,1,Assassination,17,Terrorists/Non-State Militia,6,Explosives,13.0,Suicide (carried bodily by human being)
1460,6,Hostage Taking (Kidnapping),13,Other,5,Firearms,5.0,Unknown Gun Type
1461,6,Hostage Taking (Kidnapping),16,Telecommunication,6,Explosives,16.0,Unknown Explosive Type
1462,3,Bombing/Explosion,16,Telecommunication,6,Explosives,12.0,Remote Trigger
1463,3,Bombing/Explosion,2,Government (General),6,Explosives,10.0,Pressure Trigger
1464,6,Hostage Taking (Kidnapping),16,Telecommunication,8,Incendiary,20.0,Gasoline or Alcohol
1465,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,10.0,Pressure Trigger
1466,2,Armed Assault,16,Telecommunication,9,Melee,23.0,Knife or Other Sharp Object
1467,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms,6.0,Other Gun Type
1468,2,Armed Assault,1,Business,5,Firearms,6.0,Other Gun Type
1469,3,Bombing/Explosion,7,Government (Diplomatic),8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb
1470,8,Unarmed Assault,14,Private Citizens & Property,6,Explosives,,Unknown
1471,3,Bombing/Explosion,18,Tourists,6,Explosives,17.0,Other Explosive Type
1472,6,Hostage Taking (Kidnapping),18,Tourists,6,Explosives,16.0,Unknown Explosive Type
1473,6,Hostage Taking (Kidnapping),1,Business,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1474,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,12,Other,21.0,Blunt Object
1475,1,Assassination,3,Police,5,Firearms,,Unknown
1476,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms,,Unknown
1477,2,Armed Assault,4,Military,5,Firearms,,Unknown
1478,2,Armed Assault,14,Private Citizens & Property,5,Firearms,,Unknown
1479,3,Bombing/Explosion,16,Telecommunication,6,Explosives,,Unknown
1480,3,Bombing/Explosion,1,Business,6,Explosives,,Unknown
1481,3,Bombing/Explosion,12,NGO,6,Explosives,12.0,Remote Trigger
1482,6,Hostage Taking (Kidnapping),9,Food or Water Supply,5,Firearms,5.0,Unknown Gun Type
1483,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,9,Melee,22.0,"Hands, Feet, Fists"
1484,5,Hostage Taking (Barricade Incident),11,Maritime,13,Unknown,,Unknown
1485,6,Hostage Taking (Kidnapping),21,Utilities,6,Explosives,17.0,Other Explosive Type
1486,3,Bombing/Explosion,6,Airports & Aircraft,6,Explosives,12.0,Remote Trigger
1487,2,Armed Assault,13,Other,5,Firearms,5.0,Unknown Gun Type
1488,3,Bombing/Explosion,19,Transportation,8,Incendiary,18.0,Arson/Fire
1489,3,Bombing/Explosion,4,Military,2,Chemical,30.0,Explosive
1490,3,Bombing/Explosion,3,Police,2,Chemical,30.0,Explosive
1491,6,Hostage Taking (Kidnapping),8,Educational Institution,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1492,2,Armed Assault,8,Educational Institution,8,Incendiary,18.0,Arson/Fire
1493,6,Hostage Taking (Kidnapping),3,Police,9,Melee,21.0,Blunt Object
1494,6,Hostage Taking (Kidnapping),21,Utilities,6,Explosives,28.0,Dynamite/TNT
1495,7,Facility/Infrastructure Attack,14,Private Citizens & Property,9,Melee,23.0,Knife or Other Sharp Object
1496,6,Hostage Taking (Kidnapping),3,Police,12,Other,,Unknown
1497,2,Armed Assault,6,Airports & Aircraft,8,Incendiary,20.0,Gasoline or Alcohol
1498,3,Bombing/Explosion,14,Private Citizens & Property,9,Melee,23.0,Knife or Other Sharp Object
1499,2,Armed Assault,3,Police,6,Explosives,12.0,Remote Trigger
1500,3,Bombing/Explosion,21,Utilities,5,Firearms,5.0,Unknown Gun Type
1501,7,Facility/Infrastructure Attack,8,Educational Institution,11,Sabotage Equipment,,Unknown
1502,6,Hostage Taking (Kidnapping),8,Educational Institution,6,Explosives,16.0,Unknown Explosive Type
1503,2,Armed Assault,3,Police,6,Explosives,8.0,Landmine
1504,5,Hostage Taking (Barricade Incident),3,Police,5,Firearms,5.0,Unknown Gun Type
1505,7,Facility/Infrastructure Attack,17,Terrorists/Non-State Militia,5,Firearms,6.0,Other Gun Type
1506,6,Hostage Taking (Kidnapping),22,Violent Political Party,5,Firearms,5.0,Unknown Gun Type
1507,5,Hostage Taking (Barricade Incident),15,Religious Figures/Institutions,9,Melee,21.0,Blunt Object
1508,5,Hostage Taking (Barricade Incident),15,Religious Figures/Institutions,5,Firearms,5.0,Unknown Gun Type
1509,1,Assassination,17,Terrorists/Non-State Militia,9,Melee,21.0,Blunt Object
1510,7,Facility/Infrastructure Attack,17,Terrorists/Non-State Militia,5,Firearms,5.0,Unknown Gun Type
1511,5,Hostage Taking (Barricade Incident),8,Educational Institution,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1512,2,Armed Assault,12,NGO,6,Explosives,16.0,Unknown Explosive Type
1513,4,Hijacking,18,Tourists,6,Explosives,13.0,Suicide (carried bodily by human being)
1514,1,Assassination,14,Private Citizens & Property,6,Explosives,13.0,Suicide (carried bodily by human being)
1515,6,Hostage Taking (Kidnapping),2,Government (General),9,Melee,21.0,Blunt Object
1516,7,Facility/Infrastructure Attack,20,Unknown,5,Firearms,5.0,Unknown Gun Type
1517,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives,17.0,Other Explosive Type
1518,2,Armed Assault,21,Utilities,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1519,1,Assassination,2,Government (General),6,Explosives,10.0,Pressure Trigger
1520,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,9,Melee,23.0,Knife or Other Sharp Object
1521,2,Armed Assault,17,Terrorists/Non-State Militia,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1522,2,Armed Assault,1,Business,9,Melee,21.0,Blunt Object
1523,2,Armed Assault,8,Educational Institution,6,Explosives,7.0,Grenade
1524,1,Assassination,6,Airports & Aircraft,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1525,3,Bombing/Explosion,11,Maritime,6,Explosives,31.0,Pipe Bomb
1526,2,Armed Assault,17,Terrorists/Non-State Militia,13,Unknown,,Unknown
1527,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,29.0,Sticky Bomb
1528,1,Assassination,14,Private Citizens & Property,6,Explosives,29.0,Sticky Bomb
1529,8,Unarmed Assault,3,Police,12,Other,,Unknown
1530,9,Unknown,14,Private Citizens & Property,5,Firearms,5.0,Unknown Gun Type
1531,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,6,Explosives,7.0,Grenade
1532,3,Bombing/Explosion,22,Violent Political Party,6,Explosives,17.0,Other Explosive Type
1533,3,Bombing/Explosion,1,Business,6,Explosives,29.0,Sticky Bomb
1534,1,Assassination,4,Military,6,Explosives,12.0,Remote Trigger
1535,9,Unknown,13,Other,13,Unknown,,Unknown
1536,2,Armed Assault,17,Terrorists/Non-State Militia,6,Explosives,8.0,Landmine
1537,2,Armed Assault,14,Private Citizens & Property,6,Explosives,17.0,Other Explosive Type
1538,3,Bombing/Explosion,8,Educational Institution,6,Explosives,10.0,Pressure Trigger
1539,3,Bombing/Explosion,21,Utilities,6,Explosives,10.0,Pressure Trigger
1540,3,Bombing/Explosion,16,Telecommunication,5,Firearms,4.0,Rifle/Shotgun (non-automatic)
1541,1,Assassination,17,Terrorists/Non-State Militia,6,Explosives,17.0,Other Explosive Type
1542,4,Hijacking,19,Transportation,9,Melee,23.0,Knife or Other Sharp Object
1543,6,Hostage Taking (Kidnapping),3,Police,8,Incendiary,18.0,Arson/Fire
1544,1,Assassination,20,Unknown,6,Explosives,17.0,Other Explosive Type
1545,3,Bombing/Explosion,20,Unknown,6,Explosives,29.0,Sticky Bomb
1546,4,Hijacking,8,Educational Institution,13,Unknown,,Unknown
1547,8,Unarmed Assault,20,Unknown,9,Melee,22.0,"Hands, Feet, Fists"
1548,6,Hostage Taking (Kidnapping),1,Business,9,Melee,22.0,"Hands, Feet, Fists"
1549,1,Assassination,15,Religious Figures/Institutions,6,Explosives,13.0,Suicide (carried bodily by human being)
1550,5,Hostage Taking (Barricade Incident),15,Religious Figures/Institutions,6,Explosives,7.0,Grenade
1551,7,Facility/Infrastructure Attack,22,Violent Political Party,13,Unknown,,Unknown
1552,3,Bombing/Explosion,17,Terrorists/Non-State Militia,6,Explosives,29.0,Sticky Bomb
1553,6,Hostage Taking (Kidnapping),16,Telecommunication,8,Incendiary,18.0,Arson/Fire
1554,6,Hostage Taking (Kidnapping),15,Religious Figures/Institutions,9,Melee,23.0,Knife or Other Sharp Object
1555,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,9,Melee,22.0,"Hands, Feet, Fists"
1556,2,Armed Assault,3,Police,5,Firearms,,Unknown
1557,4,Hijacking,19,Transportation,8,Incendiary,18.0,Arson/Fire
1558,7,Facility/Infrastructure Attack,20,Unknown,13,Unknown,,Unknown
1559,3,Bombing/Explosion,22,Violent Political Party,6,Explosives,29.0,Sticky Bomb
1560,2,Armed Assault,2,Government (General),5,Firearms,,Unknown
1561,8,Unarmed Assault,3,Police,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,Unknown
1562,3,Bombing/Explosion,1,Business,9,Melee,23.0,Knife or Other Sharp Object
1563,2,Armed Assault,3,Police,9,Melee,22.0,"Hands, Feet, Fists"
1564,1,Assassination,17,Terrorists/Non-State Militia,6,Explosives,12.0,Remote Trigger
1565,1,Assassination,17,Terrorists/Non-State Militia,6,Explosives,29.0,Sticky Bomb
1566,4,Hijacking,19,Transportation,5,Firearms,6.0,Other Gun Type
1567,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives,7.0,Grenade
1568,6,Hostage Taking (Kidnapping),2,Government (General),6,Explosives,13.0,Suicide (carried bodily by human being)
1569,4,Hijacking,1,Business,6,Explosives,17.0,Other Explosive Type
1570,1,Assassination,14,Private Citizens & Property,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)"
1571,7,Facility/Infrastructure Attack,22,Violent Political Party,11,Sabotage Equipment,,Unknown
1572,2,Armed Assault,14,Private Citizens & Property,9,Melee,24.0,Rope or Other Strangling Device
1573,3,Bombing/Explosion,13,Other,6,Explosives,17.0,Other Explosive Type
1574,9,Unknown,2,Government (General),5,Firearms,5.0,Unknown Gun Type
1575,6,Hostage Taking (Kidnapping),19,Transportation,6,Explosives,16.0,Unknown Explosive Type
1576,6,Hostage Taking (Kidnapping),8,Educational Institution,9,Melee,23.0,Knife or Other Sharp Object
1577,2,Armed Assault,7,Government (Diplomatic),6,Explosives,13.0,Suicide (carried bodily by human being)
1578,6,Hostage Taking (Kidnapping),4,Military,12,Other,,Unknown
1579,3,Bombing/Explosion,20,Unknown,2,Chemical,30.0,Explosive
1580,6,Hostage Taking (Kidnapping),1,Business,8,Incendiary,18.0,Arson/Fire
1581,3,Bombing/Explosion,8,Educational Institution,6,Explosives,29.0,Sticky Bomb
1582,4,Hijacking,19,Transportation,8,Incendiary,20.0,Gasoline or Alcohol
1583,3,Bombing/Explosion,16,Telecommunication,6,Explosives,8.0,Landmine
1584,2,Armed Assault,8,Educational Institution,9,Melee,22.0,"Hands, Feet, Fists"
1585,2,Armed Assault,21,Utilities,6,Explosives,16.0,Unknown Explosive Type
1586,7,Facility/Infrastructure Attack,1,Business,2,Chemical,30.0,Explosive
1587,2,Armed Assault,11,Maritime,13,Unknown,,Unknown
1588,3,Bombing/Explosion,12,NGO,6,Explosives,13.0,Suicide (carried bodily by human being)
1589,3,Bombing/Explosion,22,Violent Political Party,6,Explosives,10.0,Pressure Trigger
